"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"1399",-5415.13,-4.83219,1.31469,2.84283,3.73655,3.36731,0.706387,1.42424,1,0,0,1,1399,1,1
"1400",-5422.15,-0.78729,1.32304,2.92333,3.82146,3.09403,0.707225,1.42457,1,0,0,1,1400,1,1
"1401",-5426.06,-3.42948,1.34414,2.55005,3.74126,3.03118,0.707336,1.43508,1,0,0,1,1401,1,1
"1402",-5417.91,-3.3406,1.32607,2.72179,3.76806,3.05955,0.708723,1.46134,1,0,0,1,1402,1,1
"1403",-5418.69,-4.02769,1.3383,3.05372,3.72114,3.25448,0.705693,1.4341,1,0,0,1,1403,1,1
"1404",-5415.1,-1.07657,1.31805,2.68415,3.6892,3.14437,0.710564,1.43539,1,0,0,1,1404,1,1
"1405",-5413.88,-3.95022,1.30209,3.01991,3.62222,3.06829,0.700386,1.43393,1,0,0,1,1405,1,1
"1406",-5419.21,-0.478757,1.32818,2.72995,3.80758,3.06354,0.701173,1.43571,1,0,0,1,1406,1,1
"1407",-5415.66,-0.47859,1.32633,2.75837,3.69482,3.06025,0.698591,1.43228,1,0,0,1,1407,1,1
"1408",-5418.3,-1.25862,1.33096,2.8481,3.73269,3.02554,0.706228,1.44603,1,0,0,1,1408,1,1
"1409",-5419.3,-8.51382,1.3328,3.14378,3.47414,3.22601,0.713843,1.44091,1,0,0,1,1409,1,1
"1410",-5412.97,-5.31083,1.30427,2.73211,3.51214,3.14505,0.709147,1.42836,1,0,0,1,1410,1,1
"1411",-5412.86,-2.35748,1.31037,2.76578,3.62508,3.1239,0.710049,1.44209,1,0,0,1,1411,1,1
"1412",-5425.04,-3.98762,1.32728,2.45017,3.71993,2.91995,0.707172,1.4448,1,0,0,1,1412,1,1
"1413",-5416.49,-4.42896,1.31254,3.15071,3.67342,3.25533,0.706879,1.43297,1,0,0,1,1413,1,1
"1414",-5415.48,-1.31656,1.33213,2.85703,3.67322,3.08317,0.696273,1.43348,1,0,0,1,1414,1,1
"1415",-5424.41,-1.08948,1.32621,2.7186,3.76527,3.06412,0.716343,1.43053,1,0,0,1,1415,1,1
"1416",-5415.17,-4.05889,1.32519,2.45152,3.55944,3.07409,0.704533,1.43715,1,0,0,1,1416,1,1
"1417",-5422.7,-3.53811,1.31579,2.57297,3.67147,3.09142,0.711415,1.40933,1,0,0,1,1417,1,1
"1418",-5413.18,-1.89997,1.31862,2.83197,3.60573,3.18304,0.702995,1.43286,1,0,0,1,1418,1,1
"1419",-5431.08,-4.36084,1.33359,3.01676,3.68637,3.01041,0.713413,1.40797,1,0,0,1,1419,1,1
"1420",-5414.46,-3.01185,1.31406,2.91196,3.57351,3.17427,0.701648,1.42589,1,0,0,1,1420,1,1
"1421",-5418.46,-2.01809,1.31716,2.83178,3.61061,2.97558,0.711244,1.42786,1,0,0,1,1421,1,1
"1422",-5419.88,-10.3378,1.31192,2.41225,3.91477,3.13483,0.697482,1.47119,1,0,0,1,1422,1,1
"1423",-5428.5,-3.16136,1.32781,2.90823,3.66736,2.94335,0.717666,1.4204,1,0,0,1,1423,1,1
"1424",-5421.57,-7.39757,1.31882,2.92052,3.53852,3.08467,0.730716,1.42449,1,0,0,1,1424,1,1
"1425",-5420.43,-5.32996,1.30507,3.12027,3.69419,2.95279,0.712582,1.44756,1,0,0,1,1425,1,1
"1426",-5416.49,-2.06192,1.3053,2.93019,3.72742,3.03322,0.70611,1.4371,1,0,0,1,1426,1,1
"1427",-5412.57,-2.80267,1.30943,2.81896,3.77089,3.13521,0.688917,1.4321,1,0,0,1,1427,1,1
"1428",-5422.58,-1.10308,1.31916,2.60676,3.81778,3.07969,0.70565,1.42302,1,0,0,1,1428,1,1
"1429",-5420.47,-0.916922,1.31976,2.81049,3.68431,2.98729,0.707315,1.42359,1,0,0,1,1429,1,1
"1430",-5422.44,-0.555251,1.32484,2.65813,3.80146,3.05131,0.708649,1.43366,1,0,0,1,1430,1,1
"1431",-5420.02,-2.66275,1.33403,2.66896,3.60948,2.95037,0.703114,1.43061,1,0,0,1,1431,1,1
"1432",-5419.27,-1.64537,1.31472,2.94896,3.74801,3.08838,0.715174,1.4382,1,0,0,1,1432,1,1
"1433",-5419.39,-1.18282,1.32736,2.97101,3.69927,3.07865,0.71226,1.43382,1,0,0,1,1433,1,1
"1434",-5416.58,-2.88367,1.32022,2.61118,3.74325,2.99554,0.687218,1.4283,1,0,0,1,1434,1,1
"1435",-5420.77,-3.33813,1.33912,2.88495,3.77892,3.08578,0.710741,1.45245,1,0,0,1,1435,1,1
"1436",-5420.81,-1.2366,1.32297,2.79561,3.70648,3.1105,0.709152,1.41619,1,0,0,1,1436,1,1
"1437",-5419.82,-0.736765,1.32101,2.8321,3.81735,2.99331,0.699463,1.4351,1,0,0,1,1437,1,1
"1438",-5420.75,-1.31165,1.33795,2.86769,3.74615,3.06801,0.705263,1.43467,1,0,0,1,1438,1,1
"1439",-5417.07,-1.80295,1.3248,2.91292,3.61558,2.98193,0.708391,1.43703,1,0,0,1,1439,1,1
"1440",-5423.67,-1.35473,1.32825,2.92989,3.78081,2.97899,0.709967,1.43995,1,0,0,1,1440,1,1
"1441",-5416.13,-2.4617,1.31977,2.95225,3.58877,3.10944,0.700937,1.42045,1,0,0,1,1441,1,1
"1442",-5417.59,-5.50945,1.33899,2.51507,3.72173,3.17997,0.686463,1.43308,1,0,0,1,1442,1,1
"1443",-5418.12,-5.70871,1.30558,3.11588,3.87896,3.15869,0.705207,1.45247,1,0,0,1,1443,1,1
"1444",-5421.79,-0.616238,1.31954,2.83357,3.85336,3.05414,0.706289,1.43387,1,0,0,1,1444,1,1
"1445",-5422.93,-1.67478,1.31822,2.72066,3.67547,2.98036,0.711804,1.42063,1,0,0,1,1445,1,1
"1446",-5423.07,-2.19357,1.33366,2.98777,3.7463,3.13324,0.714979,1.42878,1,0,0,1,1446,1,1
"1447",-5415.71,-1.68269,1.3247,2.90449,3.72716,2.98196,0.697904,1.44635,1,0,0,1,1447,1,1
"1448",-5437.56,-4.00002,1.33334,2.6597,3.81087,2.87019,0.705631,1.41636,1,0,0,1,1448,1,1
"1449",-5423.78,-6.17115,1.31945,2.80802,3.86448,2.9549,0.70539,1.46896,1,0,0,1,1449,1,1
"1450",-5423.35,-2.4974,1.30936,2.54586,3.83841,3.00663,0.705594,1.43555,1,0,0,1,1450,1,1
"1451",-5425.29,-3.13119,1.32101,2.47376,3.88837,3.06982,0.708537,1.4425,1,0,0,1,1451,1,1
"1452",-5414.86,-3.20161,1.33356,2.75473,3.71675,3.24859,0.692937,1.43456,1,0,0,1,1452,1,1
"1453",-5428.47,-3.03637,1.3424,2.79533,3.80845,2.942,0.700641,1.43091,1,0,0,1,1453,1,1
"1454",-5415.57,-0.887326,1.31863,2.65727,3.77689,3.06288,0.697003,1.43785,1,0,0,1,1454,1,1
"1455",-5418.16,-1.91778,1.32181,2.72665,3.72716,2.91942,0.695312,1.43686,1,0,0,1,1455,1,1
"1456",-5420.39,-0.442749,1.32484,2.71343,3.73696,3.08947,0.709169,1.42547,1,0,0,1,1456,1,1
"1457",-5424.14,-2.82806,1.34004,2.60159,3.76856,3.12013,0.700578,1.4202,1,0,0,1,1457,1,1
"1458",-5412.9,-5.88453,1.30715,2.77897,3.48678,3.06619,0.695013,1.44131,1,0,0,1,1458,1,1
"1459",-5416.55,-4.05425,1.33507,2.75979,3.653,3.0708,0.712403,1.45755,1,0,0,1,1459,1,1
"1460",-5442.8,-9.47316,1.31163,3.10753,3.90263,2.97848,0.734348,1.43893,1,0,0,1,1460,1,1
"1461",-5418.88,-2.58071,1.32552,3.04942,3.76341,2.93822,0.697038,1.44084,1,0,0,1,1461,1,1
"1462",-5418.04,-0.209398,1.32128,2.7285,3.78361,3.10327,0.703475,1.42908,1,0,0,1,1462,1,1
"1463",-5434.61,-5.49451,1.30767,2.53465,3.91252,2.99271,0.719432,1.44068,1,0,0,1,1463,1,1
"1464",-5423.54,-3.94413,1.33646,2.74886,3.58154,2.93891,0.713643,1.4295,1,0,0,1,1464,1,1
"1465",-5418.93,-2.08619,1.32352,2.49306,3.7764,3.16588,0.707467,1.43109,1,0,0,1,1465,1,1
"1466",-5413.79,-1.73799,1.30895,2.9097,3.67377,3.12331,0.701552,1.42917,1,0,0,1,1466,1,1
"1467",-5433.36,-3.94701,1.32878,2.49278,3.81497,2.93833,0.701254,1.41432,1,0,0,1,1467,1,1
"1468",-5415.64,-1.17157,1.33083,2.83977,3.70453,3.0402,0.700588,1.44411,1,0,0,1,1468,1,1
"1469",-5435.94,-4.33497,1.32293,2.85381,3.86113,3.04313,0.711997,1.40184,1,0,0,1,1469,1,1
"1470",-5425.63,-5.162,1.30536,2.44047,3.8084,3.06057,0.717455,1.43966,1,0,0,1,1470,1,1
"1471",-5417.43,-3.14197,1.3153,2.92157,3.6387,2.90698,0.706637,1.44389,1,0,0,1,1471,1,1
"1472",-5414.21,-4.55752,1.30145,2.60296,3.80898,3.08665,0.68988,1.43602,1,0,0,1,1472,1,1
"1473",-5412.31,-2.42169,1.31565,2.66853,3.68987,3.17447,0.705526,1.44992,1,0,0,1,1473,1,1
"1474",-5429.05,-1.88381,1.3299,2.71279,3.89639,2.9718,0.701827,1.42897,1,0,0,1,1474,1,1
"1475",-5417.83,-4.72947,1.31971,3.10794,3.9187,3.16281,0.701221,1.45177,1,0,0,1,1475,1,1
"1476",-5414.47,-1.04678,1.32567,2.85806,3.65345,3.05408,0.704115,1.44261,1,0,0,1,1476,1,1
"1477",-5432.66,-7.03516,1.31753,2.55601,3.94821,2.8795,0.702579,1.45714,1,0,0,1,1477,1,1
"1478",-5413.33,-5.05281,1.30302,2.50106,3.75802,3.16562,0.695042,1.44447,1,0,0,1,1478,1,1
"1479",-5427.41,-1.77154,1.31728,2.68593,3.89311,3.07286,0.712992,1.42857,1,0,0,1,1479,1,1
"1480",-5424.14,-4.86326,1.3223,3.21708,3.87978,3.08119,0.711923,1.45021,1,0,0,1,1480,1,1
"1481",-5420.29,-2.51015,1.32447,2.49892,3.82009,3.02031,0.69464,1.43629,1,0,0,1,1481,1,1
"1482",-5425.47,-1.85765,1.31658,2.62033,3.75053,2.98569,0.707519,1.41695,1,0,0,1,1482,1,1
"1483",-5427.58,-3.19454,1.33789,2.99364,3.84349,3.11581,0.715861,1.43437,1,0,0,1,1483,1,1
"1484",-5413.62,-3.5546,1.32365,3.05529,3.61697,3.09837,0.700563,1.45191,1,0,0,1,1484,1,1
"1485",-5413.07,-1.10906,1.32127,2.83649,3.64616,3.06569,0.70145,1.44277,1,0,0,1,1485,1,1
"1486",-5414.93,-2.07519,1.30669,2.68278,3.69313,3.04582,0.697982,1.42611,1,0,0,1,1486,1,1
"1487",-5420.69,-6.5974,1.32001,2.45819,3.7041,2.85609,0.687221,1.43604,1,0,0,1,1487,1,1
"1488",-5416.27,-1.26128,1.31137,2.73817,3.73197,3.13397,0.704402,1.42227,1,0,0,1,1488,1,1
"1489",-5424.79,-2.43451,1.32383,2.92112,3.92472,3.15501,0.71195,1.43245,1,0,0,1,1489,1,1
"1490",-5420.38,-4.00471,1.32621,2.65296,3.58207,3.03642,0.722331,1.43341,1,0,0,1,1490,1,1
"1491",-5414.78,-2.75377,1.31293,2.802,3.72113,3.23592,0.714822,1.43744,1,0,0,1,1491,1,1
"1492",-5423.71,-5.45179,1.34373,3.13177,3.8763,3.16962,0.697701,1.42946,1,0,0,1,1492,1,1
"1493",-5420.5,-2.42724,1.34014,2.70191,3.78876,3.07488,0.704322,1.44592,1,0,0,1,1493,1,1
"1494",-5412.27,-2.23479,1.32256,2.80233,3.76696,3.1329,0.692908,1.44941,1,0,0,1,1494,1,1
"1495",-5417.82,-6.85223,1.32822,2.46751,3.63072,3.24849,0.685156,1.43128,1,0,0,1,1495,1,1
"1496",-5429.46,-2.85923,1.32604,2.71963,3.95151,3.07328,0.713411,1.44163,1,0,0,1,1496,1,1
"1497",-5421.9,-1.88523,1.32797,2.66282,3.65906,3.0006,0.715403,1.43441,1,0,0,1,1497,1,1
"1498",-5435.14,-7.63678,1.31953,3.0483,3.79299,3.14354,0.725475,1.40157,1,0,0,1,1498,1,1
"1499",-5430.46,-4.15544,1.31605,3.0274,3.76555,2.96795,0.724291,1.43217,1,0,0,1,1499,1,1
"1500",-5415.21,-1.07885,1.31703,2.72885,3.76289,3.05586,0.693282,1.42989,1,0,0,1,1500,1,1
"1501",-5411.55,-3.21421,1.31237,2.75826,3.60644,3.0722,0.693262,1.44608,1,0,0,1,1501,1,1
"1502",-5416.79,-0.933361,1.3186,2.57195,3.73514,3.07526,0.70337,1.43533,1,0,0,1,1502,1,1
"1503",-5417.92,-2.50393,1.33345,2.66466,3.69388,3.20112,0.698461,1.42157,1,0,0,1,1503,1,1
"1504",-5420.89,-1.98681,1.32625,3.05625,3.73334,3.05296,0.713837,1.44047,1,0,0,1,1504,1,1
"1505",-5419.4,-3.05822,1.33007,2.66534,3.77559,2.92927,0.693191,1.4452,1,0,0,1,1505,1,1
"1506",-5422.41,-5.1703,1.32974,2.94433,3.67209,2.97029,0.719732,1.45669,1,0,0,1,1506,1,1
"1507",-5422.83,-2.64143,1.31202,2.95347,3.88297,3.08267,0.70186,1.41703,1,0,0,1,1507,1,1
"1508",-5417.57,-3.20904,1.30929,2.63709,3.74878,3.10137,0.69478,1.41335,1,0,0,1,1508,1,1
"1509",-5422.16,-6.88622,1.32089,3.08182,3.62531,3.29692,0.710023,1.40792,1,0,0,1,1509,1,1
"1510",-5415.41,-4.87437,1.3237,2.91501,3.46878,3.00903,0.701138,1.42649,1,0,0,1,1510,1,1
"1511",-5413.51,-2.52346,1.31753,2.77742,3.67271,3.25176,0.696769,1.42938,1,0,0,1,1511,1,1
"1512",-5419.85,-3.1503,1.30924,2.72878,3.88684,3.15626,0.711353,1.44481,1,0,0,1,1512,1,1
"1513",-5419.26,-4.02917,1.3227,3.167,3.62266,3.18711,0.704968,1.42043,1,0,0,1,1513,1,1
"1514",-5420.74,-3.40832,1.33257,2.63843,3.6244,2.89869,0.699246,1.43166,1,0,0,1,1514,1,1
"1515",-5424.07,-2.38031,1.33191,2.71748,3.69856,2.94001,0.698183,1.4189,1,0,0,1,1515,1,1
"1516",-5419.56,-1.89284,1.30685,2.90076,3.77568,3.08836,0.710894,1.42683,1,0,0,1,1516,1,1
"1517",-5415.9,-7.05682,1.30454,2.82349,3.64408,3.1899,0.680351,1.43237,1,0,0,1,1517,1,1
"1518",-5414.18,-1.24431,1.31108,2.71993,3.73665,3.09236,0.696523,1.42925,1,0,0,1,1518,1,1
"1519",-5428.99,-3.0453,1.31639,2.84439,3.87355,3.06195,0.706726,1.40803,1,0,0,1,1519,1,1
"1520",-5415.57,-2.77436,1.31209,3.03542,3.63631,3.05352,0.710811,1.44171,1,0,0,1,1520,1,1
"1521",-5426.66,-1.69217,1.32529,2.63421,3.7547,3.04951,0.71733,1.42513,1,0,0,1,1521,1,1
"1522",-5422.92,-2.9202,1.32873,2.55656,3.7078,3.15307,0.70844,1.41323,1,0,0,1,1522,1,1
"1523",-5420.58,-4.97636,1.30878,3.12639,3.62294,3.01422,0.707089,1.41263,1,0,0,1,1523,1,1
"1524",-5435.65,-3.27054,1.32416,2.75591,3.92628,2.93203,0.703596,1.41651,1,0,0,1,1524,1,1
"1525",-5416.77,-0.744684,1.32659,2.69012,3.75994,3.16129,0.706615,1.43496,1,0,0,1,1525,1,1
"1526",-5417.32,-1.76081,1.32579,2.94504,3.61581,3.09256,0.703555,1.42198,1,0,0,1,1526,1,1
"1527",-5414.99,-6.02037,1.3205,2.59908,3.54991,2.87903,0.691076,1.43799,1,0,0,1,1527,1,1
"1528",-5418.74,-0.240114,1.32284,2.71229,3.78942,3.04669,0.701868,1.4342,1,0,0,1,1528,1,1
"1529",-5419.61,-1.82623,1.32856,2.94205,3.66215,3.12896,0.706155,1.41824,1,0,0,1,1529,1,1
"1530",-5416.75,-2.55021,1.31818,2.89442,3.67944,3.23157,0.710896,1.42119,1,0,0,1,1530,1,1
"1531",-5412.73,-3.3071,1.32947,2.90033,3.70574,3.10472,0.69349,1.45487,1,0,0,1,1531,1,1
"1532",-5421.61,-5.88654,1.30011,2.84133,3.77236,3.16718,0.710133,1.40573,1,0,0,1,1532,1,1
"1533",-5421.46,-2.43497,1.319,2.89198,3.70068,3.08632,0.703647,1.40814,1,0,0,1,1533,1,1
"1534",-5428.38,-2.58077,1.32366,2.53754,3.8822,2.96624,0.704822,1.4388,1,0,0,1,1534,1,1
"1535",-5422.59,-2.02557,1.33807,2.69351,3.85519,3.11115,0.700771,1.43238,1,0,0,1,1535,1,1
"1536",-5424.05,-4.68915,1.34,2.8672,3.75614,3.05437,0.718022,1.45469,1,0,0,1,1536,1,1
"1537",-5430.56,-2.90669,1.32071,2.88112,3.95099,3.10006,0.711585,1.41981,1,0,0,1,1537,1,1
"1538",-5425.95,-3.70638,1.30751,2.92328,3.71563,2.9305,0.713122,1.41804,1,0,0,1,1538,1,1
"1539",-5415.17,-3.16494,1.31598,2.76652,3.58293,3.19317,0.701515,1.4188,1,0,0,1,1539,1,1
"1540",-5418.96,-1.79058,1.32528,2.56274,3.64841,3.05016,0.711578,1.43257,1,0,0,1,1540,1,1
"1541",-5427.06,-2.16347,1.33648,2.7734,3.80542,3.08025,0.702923,1.41487,1,0,0,1,1541,1,1
"1542",-5435.78,-4.36508,1.31922,2.59239,3.88109,3.05736,0.713556,1.40655,1,0,0,1,1542,1,1
"1543",-5429.36,-1.79743,1.32684,2.83518,3.86036,2.98636,0.714071,1.43845,1,0,0,1,1543,1,1
"1544",-5412.53,-5.30395,1.31645,2.79541,3.71629,3.29188,0.698123,1.45761,1,0,0,1,1544,1,1
"1545",-5430.7,-4.61006,1.3415,2.69398,3.836,3.14627,0.70265,1.40826,1,0,0,1,1545,1,1
"1546",-5423.93,-1.98774,1.3345,2.91365,3.70588,3.0628,0.704897,1.4158,1,0,0,1,1546,1,1
"1547",-5434.88,-5.85212,1.32224,2.43267,3.84279,3.10966,0.714981,1.40621,1,0,0,1,1547,1,1
"1548",-5414.74,-3.30878,1.30939,2.77903,3.75394,3.06409,0.687354,1.42108,1,0,0,1,1548,1,1
"1549",-5420.08,-1.94435,1.31858,2.84234,3.93038,3.09816,0.700837,1.43917,1,0,0,1,1549,1,1
"1550",-5425.66,-2.83569,1.33219,2.94445,3.88991,3.0452,0.695791,1.41906,1,0,0,1,1550,1,1
"1551",-5423.99,-1.22157,1.3218,2.71991,3.7996,3.01625,0.713869,1.44117,1,0,0,1,1551,1,1
"1552",-5418.13,-0.298371,1.31795,2.88455,3.76628,3.07118,0.706524,1.43238,1,0,0,1,1552,1,1
"1553",-5415.79,-1.92075,1.31359,2.8347,3.68971,2.94439,0.696124,1.43271,1,0,0,1,1553,1,1
"1554",-5422.12,-5.74711,1.32845,3.07104,3.70907,2.85839,0.705318,1.45519,1,0,0,1,1554,1,1
"1555",-5420.8,-4.87576,1.30201,2.50752,3.65669,2.97238,0.708346,1.42279,1,0,0,1,1555,1,1
"1556",-5421.22,-0.932262,1.33044,2.72331,3.81967,3.12046,0.709034,1.43579,1,0,0,1,1556,1,1
"1557",-5415.17,-2.41067,1.31794,3.03938,3.84587,3.15334,0.696325,1.43827,1,0,0,1,1557,1,1
"1558",-5416.67,-8.92485,1.31506,3.03243,3.48142,3.13369,0.699724,1.46335,1,0,0,1,1558,1,1
"1559",-5429.66,-2.63602,1.33178,2.93953,3.92545,3.10202,0.709698,1.42404,1,0,0,1,1559,1,1
"1560",-5420.33,-1.63254,1.32955,2.92109,3.7717,2.99812,0.706578,1.44701,1,0,0,1,1560,1,1
"1561",-5419.28,-1.38239,1.32037,2.67037,3.75898,3.09071,0.714153,1.44337,1,0,0,1,1561,1,1
"1562",-5421.48,-3.08549,1.34226,2.80761,3.79574,3.13812,0.710224,1.44461,1,0,0,1,1562,1,1
"1563",-5411.73,-3.85548,1.31212,2.62542,3.54638,3.13702,0.705497,1.44233,1,0,0,1,1563,1,1
"1564",-5426.2,-2.88899,1.323,2.61837,3.71906,2.86002,0.704083,1.43036,1,0,0,1,1564,1,1
"1565",-5416.62,-3.37747,1.31248,2.66644,3.73887,3.25607,0.707854,1.41698,1,0,0,1,1565,1,1
"1566",-5433.63,-2.52487,1.33422,2.70975,3.87553,3.0323,0.708385,1.41632,1,0,0,1,1566,1,1
"1567",-5418.38,-0.738636,1.31719,2.82506,3.79619,3.09977,0.709896,1.43957,1,0,0,1,1567,1,1
"1568",-5415.39,-2.30214,1.33499,2.81386,3.6649,3.15311,0.693824,1.43311,1,0,0,1,1568,1,1
"1569",-5411.82,-1.90944,1.31448,2.80001,3.62413,3.09464,0.697031,1.44127,1,0,0,1,1569,1,1
"1570",-5416.26,-0.752949,1.32204,2.82691,3.64269,3.0212,0.705432,1.4319,1,0,0,1,1570,1,1
"1571",-5417.74,-2.87682,1.33594,2.81909,3.85138,3.16061,0.702268,1.44888,1,0,0,1,1571,1,1
"1572",-5413.86,-7.84472,1.32358,2.92052,3.95164,3.16038,0.676987,1.43576,1,0,0,1,1572,1,1
"1573",-5425.24,-2.72091,1.31138,2.82162,3.78768,3.00817,0.719587,1.44101,1,0,0,1,1573,1,1
"1574",-5415.41,-4.03337,1.29988,2.80673,3.85056,3.09021,0.696877,1.44343,1,0,0,1,1574,1,1
"1575",-5421.62,-2.95623,1.32141,3.2346,3.74679,3.04292,0.703798,1.42405,1,0,0,1,1575,1,1
"1576",-5418.86,-1.74599,1.32068,3.00455,3.8405,3.1446,0.699968,1.42378,1,0,0,1,1576,1,1
"1577",-5427.8,-3.72867,1.31305,2.71219,3.73665,3.02936,0.712008,1.40463,1,0,0,1,1577,1,1
"1578",-5423.18,-1.13375,1.32835,2.6998,3.81274,3.01094,0.698082,1.42365,1,0,0,1,1578,1,1
"1579",-5427.31,-4.45494,1.34412,2.83808,3.92957,3.09562,0.695962,1.42606,1,0,0,1,1579,1,1
"1580",-5424.12,-2.53087,1.31657,2.81083,3.9102,3.06288,0.697995,1.41618,1,0,0,1,1580,1,1
"1581",-5417,-0.495886,1.31684,2.85704,3.72341,3.07668,0.709309,1.43521,1,0,0,1,1581,1,1
"1582",-5426.43,-1.70789,1.33111,2.84919,3.75357,2.97188,0.702934,1.417,1,0,0,1,1582,1,1
"1583",-5424.51,-0.62562,1.32083,2.72784,3.81957,3.02816,0.710616,1.43078,1,0,0,1,1583,1,1
"1584",-5437.27,-4.00536,1.33859,2.90293,3.93232,2.93928,0.705733,1.42578,1,0,0,1,1584,1,1
"1585",-5416.56,-2.78196,1.31523,2.56775,3.62653,2.96002,0.704974,1.44056,1,0,0,1,1585,1,1
"1586",-5424.5,-1.69752,1.33374,2.65495,3.84906,3.11748,0.703832,1.42404,1,0,0,1,1586,1,1
"1587",-5421.44,-2.07268,1.31907,2.75785,3.94757,3.12265,0.701701,1.43377,1,0,0,1,1587,1,1
"1588",-5417.97,-1.96223,1.33025,2.64181,3.62061,3.02014,0.70995,1.43762,1,0,0,1,1588,1,1
"1589",-5423.37,-2.96321,1.32836,2.51567,3.63655,2.95599,0.708699,1.42737,1,0,0,1,1589,1,1
"1590",-5424.71,-1.41847,1.31494,2.82295,3.88099,2.99464,0.705998,1.43422,1,0,0,1,1590,1,1
"1591",-5421.01,-2.35967,1.34005,2.83222,3.7293,3.17022,0.710499,1.43037,1,0,0,1,1591,1,1
"1592",-5423.73,-3.30184,1.31402,2.51652,3.85521,3.07612,0.698819,1.41568,1,0,0,1,1592,1,1
"1593",-5431.55,-1.93858,1.33117,2.62543,3.85353,2.97933,0.710469,1.43053,1,0,0,1,1593,1,1
"1594",-5422.64,-1.14749,1.31944,2.92841,3.78894,2.9575,0.702775,1.42717,1,0,0,1,1594,1,1
"1595",-5413.94,-1.50897,1.3299,2.79033,3.64168,3.07744,0.702622,1.4447,1,0,0,1,1595,1,1
"1596",-5415.33,-4.90828,1.32897,2.51281,3.54113,3.11313,0.692624,1.43476,1,0,0,1,1596,1,1
"1597",-5442.6,-7.65556,1.33494,3.20442,3.95311,3.08152,0.721344,1.41726,1,0,0,1,1597,1,1
"1598",-5418.42,-4.55942,1.30962,2.49752,3.90086,3.20219,0.705359,1.44081,1,0,0,1,1598,1,1
"1599",-5414.68,-2.9125,1.32154,2.6408,3.78504,3.03267,0.692832,1.45259,1,0,0,1,1599,1,1
"1600",-5422.54,-2.08387,1.33437,2.64219,3.69077,3.04901,0.715253,1.43609,1,0,0,1,1600,1,1
"1601",-5423.01,-2.48876,1.30881,2.65313,3.72198,2.95857,0.713422,1.43336,1,0,0,1,1601,1,1
"1602",-5434.14,-5.09265,1.31869,2.56371,3.93673,2.9458,0.712648,1.4513,1,0,0,1,1602,1,1
"1603",-5416.58,-2.19636,1.31421,2.68819,3.707,3.15789,0.699672,1.41512,1,0,0,1,1603,1,1
"1604",-5425.17,-6.89663,1.30463,2.41029,3.74257,3.09722,0.707382,1.40532,1,0,0,1,1604,1,1
"1605",-5415.45,-2.74059,1.32259,2.91915,3.66564,3.1762,0.690698,1.42391,1,0,0,1,1605,1,1
"1606",-5414.61,-3.19655,1.30481,2.96356,3.63088,3.13135,0.705033,1.42559,1,0,0,1,1606,1,1
"1607",-5417.28,-1.06002,1.32048,2.7165,3.74179,2.97156,0.696603,1.43583,1,0,0,1,1607,1,1
"1608",-5415.67,-2.41909,1.31722,2.47482,3.76021,3.16337,0.701342,1.43477,1,0,0,1,1608,1,1
"1609",-5416.49,-2.54237,1.3262,2.53029,3.68462,3.12358,0.693475,1.42546,1,0,0,1,1609,1,1
"1610",-5416.89,-1.27942,1.3221,2.80273,3.63042,2.97621,0.706718,1.4354,1,0,0,1,1610,1,1
"1611",-5427.91,-3.71437,1.34268,2.78843,3.66574,3.04639,0.716832,1.42277,1,0,0,1,1611,1,1
"1612",-5417.33,-1.80447,1.32458,2.83044,3.82491,3.11246,0.706208,1.45149,1,0,0,1,1612,1,1
"1613",-5415.64,-2.05282,1.3299,2.98636,3.69082,3.04061,0.702698,1.44822,1,0,0,1,1613,1,1
"1614",-5418.48,-4.61817,1.34112,2.83573,3.68672,2.97113,0.702735,1.45646,1,0,0,1,1614,1,1
"1615",-5416.36,-0.619433,1.32689,2.82819,3.76123,3.06367,0.701962,1.4431,1,0,0,1,1615,1,1
"1616",-5420.28,-2.87704,1.32296,2.61683,3.64698,2.88716,0.701524,1.43403,1,0,0,1,1616,1,1
"1617",-5425,-4.10338,1.32252,3.17476,3.93184,3.15457,0.709042,1.43052,1,0,0,1,1617,1,1
"1618",-5437.08,-4.31234,1.33612,2.50244,3.94068,3.02586,0.708047,1.42499,1,0,0,1,1618,1,1
"1619",-5423.78,-3.84267,1.31879,2.58616,3.86274,3.03636,0.710482,1.45685,1,0,0,1,1619,1,1
"1620",-5415.69,-1.66704,1.31125,2.66918,3.72484,3.14286,0.711714,1.43703,1,0,0,1,1620,1,1
"1621",-5415.4,-0.955729,1.31895,2.642,3.75689,3.15438,0.706393,1.43787,1,0,0,1,1621,1,1
"1622",-5418.86,-4.28761,1.29864,2.58645,3.83802,3.05856,0.69839,1.42841,1,0,0,1,1622,1,1
"1623",-5415.34,-1.43679,1.33126,2.87371,3.64053,3.14203,0.702556,1.43316,1,0,0,1,1623,1,1
"1624",-5415.9,-3.97595,1.31417,2.64432,3.93923,3.20801,0.694957,1.43602,1,0,0,1,1624,1,1
"1625",-5415.52,-3.86588,1.3075,2.48271,3.73,3.16539,0.697776,1.42318,1,0,0,1,1625,1,1
"1626",-5418,-3.57663,1.31056,2.67965,3.64055,3.00461,0.696534,1.41227,1,0,0,1,1626,1,1
