"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw"
"1501",-1023.05,-1.22446,1.82972,0.993308,0.402663,2.7339,0.651669,0.960539,1.48341,1,0,1,1501,1501
"1502",-1024.77,-3.66168,1.83028,1.01351,0.302408,2.58996,0.609702,0.953989,1.49231,1,0,1,1502,1502
"1503",-1023.35,-1.61645,1.80798,1.00997,0.303035,2.72026,0.626065,0.951958,1.45398,1,0,1,1503,1503
"1504",-1032.74,-8.24097,1.76919,1.03352,0.364821,2.65725,0.544687,1.02754,1.52318,1,0,1,1504,1504
"1505",-1026.07,-3.27754,1.83304,1.01359,0.298292,2.67341,0.641898,0.901829,1.46879,1,0,1,1505,1505
"1506",-1025.22,-5.30467,1.87425,1.00099,0.347913,2.82399,0.561547,0.909204,1.49944,1,0,1,1506,1506
"1507",-1029.19,-5.51326,1.84742,1.00625,0.286644,2.58304,0.621341,0.96788,1.44273,1,0,1,1507,1507
"1508",-1022.41,-1.80486,1.80151,1.02476,0.391901,2.73438,0.63837,0.927877,1.44576,1,0,1,1508,1508
"1509",-1031.35,-6.56471,1.79438,0.93019,0.407213,2.78641,0.572894,0.89732,1.50963,1,0,1,1509,1509
"1510",-1024.22,-3.50274,1.79978,1.03154,0.449293,2.65911,0.616598,0.948013,1.44711,1,0,1,1510,1510
"1511",-1060.29,-7.14497,1.81744,1.06353,0.374007,2.85167,0.670036,1.04373,1.4563,1,0,1,1511,1511
"1512",-1059.37,-7.41906,1.77183,1.01084,0.345851,2.94108,0.697231,0.921586,1.45698,1,0,1,1512,1512
"1513",-1028.87,-7.11736,1.76585,0.984286,0.330518,2.63561,0.631735,0.860127,1.43307,1,0,1,1513,1513
"1514",-1024.87,-1.13935,1.81161,0.98825,0.404643,2.66086,0.61892,0.932121,1.46658,1,0,1,1514,1514
"1515",-1025.88,-6.03257,1.7976,1.03377,0.402153,2.57646,0.549212,0.99039,1.45183,1,0,1,1515,1515
"1516",-1023.34,-1.913,1.83344,1.00246,0.339842,2.82736,0.65526,0.934599,1.46274,1,0,1,1516,1516
"1517",-1063.38,-4.02778,1.75671,0.988617,0.350057,2.79127,0.565095,0.929345,1.49682,1,0,1,1517,1517
"1518",-1024.26,-1.668,1.83534,0.962813,0.376748,2.77039,0.592558,0.942012,1.45262,1,0,1,1518,1518
"1519",-1027.24,-3.58695,1.79536,1.00014,0.346677,2.55003,0.635799,0.945125,1.46038,1,0,1,1519,1519
"1520",-1027.21,-4.85823,1.75604,1.01823,0.339621,2.64687,0.604527,0.97375,1.51629,1,0,1,1520,1520
"1521",-1023.68,-1.755,1.79222,0.976997,0.333151,2.72773,0.586711,0.943653,1.50054,1,0,1,1521,1521
"1522",-1030.73,-6.22721,1.82442,0.947458,0.389308,2.8331,0.53122,0.986062,1.49385,1,0,1,1522,1522
"1523",-1023.09,-2.23657,1.81095,0.989127,0.342369,2.76507,0.59107,0.908032,1.43636,1,0,1,1523,1523
"1524",-1060.4,-3.53224,1.80395,0.999096,0.318485,2.87814,0.624644,0.927855,1.5069,1,0,1,1524,1524
"1525",-1042.07,-8.2503,1.87516,0.942958,0.433074,2.60934,0.57977,0.98196,1.43643,1,0,1,1525,1525
"1526",-1058.11,-2.45756,1.78827,0.998874,0.316068,2.81291,0.59941,0.992482,1.45026,1,0,1,1526,1526
"1527",-1024.67,-3.20781,1.79887,1.00411,0.331797,2.76405,0.591292,0.904038,1.42833,1,0,1,1527,1527
"1528",-1027.97,-5.07912,1.75972,0.935374,0.415643,2.70364,0.637129,0.960768,1.4644,1,0,1,1528,1528
"1529",-1028.62,-8.21924,1.82821,0.977795,0.491313,2.9052,0.610166,1.01811,1.43653,1,0,1,1529,1529
"1530",-1025.91,-3.27655,1.8312,0.958266,0.353959,2.75809,0.619033,1.03533,1.45431,1,0,1,1530,1530
"1531",-1058.6,-3.27389,1.82643,1.04752,0.332623,2.84172,0.625871,0.914052,1.47481,1,0,1,1531,1531
"1532",-1033.28,-7.19136,1.82153,0.961878,0.281099,2.5946,0.652397,0.985593,1.42918,1,0,1,1532,1532
"1533",-1029.46,-8.98204,1.79627,0.950349,0.281345,2.7464,0.674162,1.07369,1.47146,1,0,1,1533,1533
"1534",-1025.22,-3.44004,1.81879,1.01292,0.43024,2.67492,0.678038,0.952814,1.49483,1,0,1,1534,1534
"1535",-1025.5,-4.73031,1.87433,0.988572,0.317549,2.72772,0.584784,1.02113,1.49021,1,0,1,1535,1535
"1536",-1058.15,-2.03062,1.79053,0.986857,0.315311,2.8423,0.607788,0.963709,1.46687,1,0,1,1536,1536
"1537",-1026.32,-3.71037,1.81809,0.970225,0.410595,2.71549,0.676061,0.986525,1.5068,1,0,1,1537,1537
"1538",-1029.09,-5.65522,1.83901,1.04264,0.315551,2.74931,0.673585,1.00408,1.51316,1,0,1,1538,1538
"1539",-1027.41,-3.98159,1.79341,0.957603,0.319672,2.61661,0.637224,0.998861,1.49088,1,0,1,1539,1539
"1540",-1027.02,-6.40593,1.80416,0.993435,0.40125,2.79813,0.577586,0.883336,1.40998,1,0,1,1540,1540
"1541",-1036.11,-7.20387,1.80349,0.911684,0.341248,2.61226,0.668297,0.973145,1.46243,1,0,1,1541,1541
"1542",-1025.36,-4.13997,1.79195,1.03211,0.420103,2.62548,0.602404,0.904006,1.49549,1,0,1,1542,1542
"1543",-1023.93,-1.2074,1.78743,0.96736,0.386621,2.70489,0.603176,0.957576,1.47751,1,0,1,1543,1543
"1544",-1025.55,-2.84574,1.76634,0.985689,0.376874,2.76436,0.590533,0.897435,1.47153,1,0,1,1544,1544
"1545",-1027.5,-2.58884,1.78451,1.01643,0.364927,2.74842,0.609452,0.939214,1.51825,1,0,1,1545,1545
"1546",-1028.09,-3.84827,1.80273,0.963068,0.383814,2.66301,0.550924,0.927852,1.49957,1,0,1,1546,1546
"1547",-1025.77,-2.79836,1.83084,1.03568,0.325291,2.74276,0.578656,0.913565,1.491,1,0,1,1547,1547
"1548",-1026.35,-5.98497,1.76161,1.02372,0.308877,2.58381,0.643475,0.933676,1.44614,1,0,1,1548,1548
"1549",-1030.71,-3.17632,1.82286,0.967243,0.34445,2.61566,0.663381,0.938625,1.4518,1,0,1,1549,1549
"1550",-1024,-4.27051,1.84763,0.953192,0.325175,2.83291,0.561172,0.93616,1.47413,1,0,1,1550,1550
"1551",-1024.72,-2.46667,1.79788,1.00622,0.410074,2.6711,0.629758,0.893874,1.47992,1,0,1,1551,1551
"1552",-1022.34,-1.55609,1.78511,0.976156,0.35912,2.7652,0.631577,0.99818,1.46344,1,0,1,1552,1552
"1553",-1035.25,-7.87084,1.83469,1.00747,0.556382,2.73661,0.585391,0.938123,1.49549,1,0,1,1553,1553
"1554",-1022.88,-1.61592,1.80093,0.980309,0.337748,2.73192,0.603994,0.922456,1.44102,1,0,1,1554,1554
"1555",-1021.97,-2.01176,1.80032,0.976486,0.406302,2.81466,0.644462,0.987527,1.46913,1,0,1,1555,1555
"1556",-1058.51,-3.10071,1.77105,1.03525,0.332908,2.82887,0.60639,0.978666,1.47714,1,0,1,1556,1556
"1557",-1022.63,-1.93982,1.8063,1.0215,0.416725,2.69686,0.629898,0.99982,1.47623,1,0,1,1557,1557
"1558",-1025.9,-4.17741,1.84614,0.996044,0.359647,2.78939,0.616661,0.993363,1.41523,1,0,1,1558,1558
"1559",-1025.11,-1.82069,1.77815,1.01909,0.338989,2.72626,0.600688,0.958495,1.44687,1,0,1,1559,1559
"1560",-1027.89,-3.81449,1.76578,0.975286,0.393702,2.76533,0.550804,0.973651,1.46923,1,0,1,1560,1560
"1561",-1024.42,-2.99927,1.78713,1.00229,0.349405,2.72361,0.60201,1.04682,1.47806,1,0,1,1561,1561
"1562",-1029.14,-5.77232,1.81784,0.992309,0.388436,2.70343,0.560574,0.859399,1.50957,1,0,1,1562,1562
"1563",-1044.73,-4.48916,1.8076,0.983591,0.317617,2.86656,0.618829,0.877993,1.45012,1,0,1,1563,1563
"1564",-1023.31,-1.40853,1.83961,0.997026,0.326456,2.67792,0.605112,0.928824,1.48328,1,0,1,1564,1564
"1565",-1027.22,-2.14155,1.84466,0.99406,0.371199,2.61444,0.635599,0.973908,1.47414,1,0,1,1565,1565
"1566",-1058.87,-2.82145,1.79919,1.05143,0.402808,2.76676,0.585558,0.980753,1.46539,1,0,1,1566,1566
"1567",-1058.16,-3.2022,1.7861,0.984275,0.335531,2.91139,0.608481,0.943006,1.46926,1,0,1,1567,1567
"1568",-1023.25,-0.745357,1.79612,1.01046,0.356802,2.75998,0.594175,0.929506,1.46473,1,0,1,1568,1568
"1569",-1024.72,-1.42478,1.81368,0.95549,0.367689,2.71055,0.584029,0.957596,1.46946,1,0,1,1569,1569
"1570",-1025.31,-2.06066,1.80872,0.980999,0.328044,2.69225,0.653323,0.915244,1.49203,1,0,1,1570,1570
"1571",-1022.58,-1.0878,1.79278,0.99776,0.356956,2.6754,0.585317,0.929993,1.47565,1,0,1,1571,1571
"1572",-1023.12,-3.01126,1.77353,0.949883,0.377949,2.80874,0.625443,0.956023,1.45735,1,0,1,1572,1572
"1573",-1023.71,-4.15853,1.85435,1.00208,0.333066,2.68901,0.540289,0.930721,1.4863,1,0,1,1573,1573
"1574",-1030.05,-4.60658,1.79728,0.99458,0.440997,2.5662,0.627069,0.916174,1.46622,1,0,1,1574,1574
"1575",-1026.26,-2.52381,1.83523,0.952581,0.407058,2.7624,0.642502,0.931589,1.4639,1,0,1,1575,1575
"1576",-1023.21,-1.68785,1.79104,1.0358,0.347335,2.67994,0.609956,0.92831,1.47272,1,0,1,1576,1576
"1577",-1058.37,-4.05335,1.82325,1.03249,0.377468,2.87076,0.603143,0.887186,1.45619,1,0,1,1577,1577
"1578",-1038.15,-2.50771,1.75658,0.996846,0.374273,2.78951,0.625729,0.958364,1.48643,1,0,1,1578,1578
"1579",-1032.37,-6.79103,1.76758,0.97114,0.463946,2.85037,0.570048,1.00725,1.45531,1,0,1,1579,1579
"1580",-1022.89,-2.66282,1.79944,0.986702,0.426239,2.77283,0.670062,0.967505,1.45575,1,0,1,1580,1580
"1581",-1061.18,-4.1865,1.78065,1.02601,0.329738,2.7819,0.539122,0.960607,1.48196,1,0,1,1581,1581
"1582",-1028.16,-4.67342,1.80688,1.00125,0.316337,2.77572,0.591667,1.05476,1.50326,1,0,1,1582,1582
"1583",-1024.83,-2.29829,1.79491,0.995728,0.33406,2.59518,0.619673,0.932745,1.47679,1,0,1,1583,1583
"1584",-1060.98,-3.982,1.78811,0.999032,0.404713,2.84192,0.571624,0.915922,1.43776,1,0,1,1584,1584
"1585",-1030.5,-5.71045,1.78747,0.916009,0.408649,2.70997,0.630294,0.997459,1.46451,1,0,1,1585,1585
"1586",-1022.04,-1.32721,1.81287,1.02321,0.322589,2.6677,0.600711,0.950854,1.47023,1,0,1,1586,1586
"1587",-1022.9,-1.69518,1.84853,0.994394,0.391744,2.76828,0.611999,0.959374,1.4997,1,0,1,1587,1587
"1588",-1027.46,-6.58218,1.77738,1.05637,0.317264,2.61005,0.584694,1.0091,1.50048,1,0,1,1588,1588
"1589",-1026.55,-3.79205,1.82161,1.01774,0.406595,2.69372,0.557995,1.02487,1.48321,1,0,1,1589,1589
"1590",-1059.9,-3.63537,1.7841,1.01564,0.366521,2.7798,0.552511,0.925816,1.4405,1,0,1,1590,1590
"1591",-1023.25,-2.11593,1.78865,0.97763,0.393603,2.76595,0.645232,0.978055,1.50034,1,0,1,1591,1591
"1592",-1029.95,-4.23398,1.83514,1.03241,0.315235,2.76708,0.57107,1.02706,1.45757,1,0,1,1592,1592
"1593",-1031.93,-4.56163,1.83433,0.966481,0.397918,2.67471,0.61941,0.964017,1.41272,1,0,1,1593,1593
"1594",-1026.95,-3.7482,1.76863,0.975539,0.446079,2.80257,0.592917,0.974656,1.47767,1,0,1,1594,1594
"1595",-1062.05,-6.44642,1.79612,1.07274,0.4418,2.86713,0.588264,0.958153,1.48358,1,0,1,1595,1595
"1596",-1079.9,-7.78587,1.76486,1.02978,0.329877,2.95894,0.568569,0.916404,1.45364,1,0,1,1596,1596
"1597",-1034.08,-5.50394,1.86459,0.938025,0.439217,2.6887,0.593177,0.967417,1.48564,1,0,1,1597,1597
"1598",-1027.77,-4.24802,1.83461,1.00399,0.420549,2.78127,0.565797,0.900451,1.50729,1,0,1,1598,1598
"1599",-1024.55,-3.55775,1.82084,1.0143,0.399522,2.72045,0.682228,1.02155,1.47713,1,0,1,1599,1599
"1600",-1024.82,-2.96194,1.78862,0.993049,0.412792,2.76919,0.632688,0.944657,1.51743,1,0,1,1600,1600
"1601",-1024.49,-2.74098,1.85459,1.00409,0.372499,2.67789,0.616772,0.977424,1.51081,1,0,1,1601,1601
"1602",-1022.91,-1.47594,1.8387,1.01032,0.399885,2.80147,0.591885,0.959936,1.48127,1,0,1,1602,1602
"1603",-1024.54,-3.45152,1.83375,1.0317,0.4534,2.75656,0.600959,0.967714,1.44711,1,0,1,1603,1603
"1604",-1026.19,-4.3969,1.77606,0.948924,0.314864,2.66517,0.580232,0.921504,1.4901,1,0,1,1604,1604
"1605",-1022.18,-0.513132,1.81084,1.01144,0.350446,2.71076,0.628642,0.930477,1.47789,1,0,1,1605,1605
"1606",-1031.85,-3.57029,1.76876,1.00353,0.386071,2.78683,0.5926,1.03144,1.46313,1,0,1,1606,1606
"1607",-1026.34,-2.4927,1.84251,0.984712,0.317267,2.71695,0.663484,0.927971,1.45921,1,0,1,1607,1607
"1608",-1032.93,-6.00777,1.82991,0.934754,0.420968,2.713,0.591871,0.869324,1.47288,1,0,1,1608,1608
"1609",-1026.81,-2.75341,1.76878,0.99309,0.344423,2.78954,0.660607,0.920976,1.47885,1,0,1,1609,1609
"1610",-1024.64,-2.41999,1.80607,0.967661,0.316926,2.66238,0.614034,0.975875,1.50063,1,0,1,1610,1610
"1611",-1026.75,-4.98773,1.77741,0.946033,0.313127,2.79988,0.564918,0.963789,1.4974,1,0,1,1611,1611
"1612",-1022.6,-3.20605,1.82784,1.0021,0.299859,2.66154,0.56364,0.952749,1.45419,1,0,1,1612,1612
"1613",-1023.66,-2.9702,1.80099,0.985198,0.319205,2.7611,0.549565,0.984801,1.46048,1,0,1,1613,1613
"1614",-1025.07,-4.49399,1.78923,1.04649,0.411261,2.70717,0.613718,1.03579,1.45557,1,0,1,1614,1614
"1615",-1030.56,-4.36967,1.81436,0.957973,0.435424,2.776,0.548132,0.937445,1.48575,1,0,1,1615,1615
"1616",-1024,-1.46833,1.83591,0.98716,0.406919,2.7204,0.635431,0.982735,1.48688,1,0,1,1616,1616
"1617",-1026.15,-4.92498,1.81557,1.03538,0.405714,2.69575,0.546341,0.963656,1.43072,1,0,1,1617,1617
"1618",-1027.35,-2.56055,1.80411,0.965452,0.362113,2.68487,0.671456,0.915916,1.46311,1,0,1,1618,1618
"1619",-1060.76,-5.44615,1.82716,1.01196,0.259385,2.83987,0.5943,0.931652,1.47058,1,0,1,1619,1619
"1620",-1058.24,-1.94426,1.80808,1.03113,0.32066,2.81481,0.60214,0.952806,1.48617,1,0,1,1620,1620
"1621",-1024.62,-1.28742,1.8159,1.0236,0.375111,2.78583,0.60598,0.932757,1.49505,1,0,1,1621,1621
"1622",-1031.73,-7.26836,1.80032,0.985313,0.419006,2.79119,0.536716,1.02821,1.42591,1,0,1,1622,1622
"1623",-1025.14,-2.81292,1.83888,0.976612,0.425749,2.7546,0.633356,0.923554,1.5023,1,0,1,1623,1623
"1624",-1023.4,-3.47109,1.79553,1.03637,0.379357,2.57947,0.603836,0.953188,1.4568,1,0,1,1624,1624
"1625",-1023.12,-2.74444,1.83696,1.03344,0.390462,2.78541,0.659568,0.917787,1.46435,1,0,1,1625,1625
"1626",-1032.54,-5.15585,1.78417,0.985182,0.399133,2.78356,0.522904,0.982344,1.47845,1,0,1,1626,1626
"1627",-1059.14,-3.10326,1.83074,1.02489,0.345486,2.8701,0.60353,0.932537,1.50245,1,0,1,1627,1627
"1628",-1027.88,-2.75861,1.84563,0.972145,0.318656,2.6734,0.631823,0.956877,1.44216,1,0,1,1628,1628
"1629",-1028.4,-2.28743,1.78184,0.98315,0.314583,2.81915,0.642018,0.950806,1.47177,1,0,1,1629,1629
"1630",-1031.35,-4.19454,1.87576,0.977458,0.412917,2.68867,0.61598,0.917929,1.44807,1,0,1,1630,1630
"1631",-1024.88,-3.52848,1.81439,1.02584,0.394619,2.67221,0.620142,0.923791,1.523,1,0,1,1631,1631
"1632",-1022.44,-0.773496,1.82578,1.00412,0.381319,2.72289,0.592565,0.973855,1.48904,1,0,1,1632,1632
"1633",-1030.89,-8.77168,1.72,0.98096,0.328799,2.6267,0.595699,0.955978,1.51711,1,0,1,1633,1633
"1634",-1026.38,-3.1277,1.81777,0.99731,0.341427,2.6179,0.613853,0.884137,1.48608,1,0,1,1634,1634
"1635",-1022.69,-1.33288,1.83048,1.00171,0.329922,2.70955,0.612879,1.00561,1.47442,1,0,1,1635,1635
"1636",-1022.43,-0.810141,1.79919,0.992808,0.350927,2.74153,0.64381,0.931953,1.45897,1,0,1,1636,1636
"1637",-1027.83,-2.63105,1.85304,0.962158,0.367671,2.66254,0.577237,0.950056,1.46873,1,0,1,1637,1637
"1638",-1027.37,-1.82146,1.78899,1.00751,0.374404,2.78006,0.577987,0.991967,1.4888,1,0,1,1638,1638
"1639",-1024.54,-4.04346,1.78319,1.00786,0.353863,2.69847,0.628067,0.933014,1.41312,1,0,1,1639,1639
"1640",-1024.56,-2.11073,1.84624,0.977423,0.311375,2.70472,0.61519,0.922476,1.47885,1,0,1,1640,1640
"1641",-1027.81,-4.50856,1.8031,0.965795,0.293054,2.67378,0.641513,0.897994,1.44502,1,0,1,1641,1641
"1642",-1026.13,-4.66484,1.84731,0.994067,0.426564,2.91291,0.590892,0.980205,1.45832,1,0,1,1642,1642
"1643",-1025.36,-3.70887,1.85655,0.991343,0.33309,2.62674,0.579051,0.957811,1.50416,1,0,1,1643,1643
"1644",-1031.14,-7.12331,1.79198,0.995871,0.414786,2.50988,0.614303,1.03064,1.4738,1,0,1,1644,1644
"1645",-1029.17,-6.82397,1.8912,1.01953,0.361093,2.90736,0.578556,0.94894,1.45563,1,0,1,1645,1645
"1646",-1059.57,-4.40773,1.79522,1.07681,0.378346,2.70669,0.637118,0.956529,1.4953,1,0,1,1646,1646
"1647",-1022.3,-2.29757,1.82677,1.0136,0.304485,2.71632,0.568831,0.943602,1.46549,1,0,1,1647,1647
"1648",-1027.91,-5.5963,1.87447,1.04006,0.360854,2.7117,0.625514,0.948093,1.42108,1,0,1,1648,1648
"1649",-1027.38,-5.37724,1.78269,0.979236,0.272451,2.6212,0.653594,0.956075,1.47875,1,0,1,1649,1649
"1650",-1023.67,-1.49007,1.80529,1.00866,0.327093,2.64154,0.64,0.956714,1.4708,1,0,1,1650,1650
"1651",-1022.27,-1.50247,1.84559,0.997348,0.332908,2.78021,0.590616,0.974179,1.45945,1,0,1,1651,1651
"1652",-1025.39,-1.98599,1.83073,0.964622,0.359317,2.73444,0.670127,0.950334,1.48075,1,0,1,1652,1652
"1653",-1022.91,-1.3604,1.78431,0.97598,0.34114,2.76578,0.603057,0.921535,1.46967,1,0,1,1653,1653
"1654",-1031.04,-5.9965,1.86115,0.988155,0.376963,2.6946,0.669427,1.0634,1.46992,1,0,1,1654,1654
"1655",-1029.15,-8.19395,1.82449,1.00935,0.311329,2.47756,0.573694,0.96261,1.44666,1,0,1,1655,1655
"1656",-1029.99,-4.25237,1.82646,0.933725,0.413898,2.72686,0.601596,0.905438,1.48938,1,0,1,1656,1656
"1657",-1058.27,-3.22715,1.79924,1.00298,0.373278,2.9029,0.637596,0.961603,1.49965,1,0,1,1657,1657
"1658",-1022.79,-1.00717,1.81734,1.01167,0.38597,2.67187,0.602294,0.932798,1.48697,1,0,1,1658,1658
"1659",-1021.99,-1.35444,1.81852,0.970711,0.334866,2.81885,0.609737,0.945446,1.45936,1,0,1,1659,1659
"1660",-1023.64,-3.04926,1.79258,1.04571,0.322803,2.64632,0.607949,0.982434,1.46208,1,0,1,1660,1660
"1661",-1024.07,-2.23555,1.80761,0.997072,0.387144,2.68154,0.633268,1.0141,1.49946,1,0,1,1661,1661
"1662",-1024.8,-4.39029,1.81095,0.946516,0.307819,2.77666,0.572857,0.983284,1.50397,1,0,1,1662,1662
"1663",-1023.72,-2.38315,1.79878,0.992616,0.291595,2.73739,0.588683,0.971803,1.48792,1,0,1,1663,1663
"1664",-1023.36,-2.87433,1.81023,1.04197,0.361957,2.69759,0.602913,0.948125,1.42968,1,0,1,1664,1664
"1665",-1035.66,-8.47937,1.84836,1.04277,0.297807,2.78717,0.725088,0.938943,1.50364,1,0,1,1665,1665
"1666",-1027.61,-2.59716,1.8169,0.945783,0.408258,2.72023,0.607642,0.977747,1.45252,1,0,1,1666,1666
"1667",-1028.06,-4.2826,1.79592,1.01414,0.327618,2.70103,0.695195,0.924154,1.5048,1,0,1,1667,1667
"1668",-1027.86,-3.31186,1.85031,0.962488,0.363817,2.69375,0.664896,0.973409,1.49956,1,0,1,1668,1668
"1669",-1024.39,-2.92823,1.78348,1.00112,0.373183,2.58432,0.593941,0.973564,1.46038,1,0,1,1669,1669
"1670",-1023.72,-3.55668,1.87919,1.03207,0.344006,2.74255,0.599104,0.97706,1.47543,1,0,1,1670,1670
"1671",-1025.62,-2.81908,1.84077,0.972532,0.352074,2.73397,0.583766,0.934828,1.43023,1,0,1,1671,1671
"1672",-1023.24,-3.31919,1.82421,0.94684,0.373441,2.84964,0.628789,0.992514,1.48639,1,0,1,1672,1672
"1673",-1027.55,-5.55743,1.854,0.965658,0.364011,2.75135,0.527077,0.924057,1.49136,1,0,1,1673,1673
"1674",-1024.75,-3.05579,1.83369,0.981125,0.350684,2.82466,0.57012,0.914636,1.5007,1,0,1,1674,1674
"1675",-1022.65,-2.03928,1.84443,0.985481,0.345944,2.83667,0.595972,0.922446,1.47964,1,0,1,1675,1675
"1676",-1032.84,-6.66284,1.7716,1.05224,0.41385,2.71502,0.63875,0.886015,1.51361,1,0,1,1676,1676
"1677",-1022.46,-1.38067,1.81738,0.982555,0.340325,2.8005,0.659223,0.95849,1.46742,1,0,1,1677,1677
"1678",-1059.07,-7.10245,1.77758,1.07725,0.417827,2.76245,0.678566,0.998643,1.46957,1,0,1,1678,1678
"1679",-1027.02,-5.34225,1.7825,1.00841,0.341462,2.55644,0.642532,1.01764,1.45319,1,0,1,1679,1679
"1680",-1024.34,-2.07313,1.79994,0.976416,0.374697,2.72618,0.661662,0.946405,1.5036,1,0,1,1680,1680
"1681",-1024.51,-4.01695,1.80498,0.951854,0.381514,2.91653,0.603254,0.936625,1.47458,1,0,1,1681,1681
"1682",-1022.36,-1.40648,1.80678,1.01177,0.402327,2.73155,0.643873,0.951118,1.49655,1,0,1,1682,1682
"1683",-1027.17,-6.63974,1.86297,1.04493,0.289711,2.68406,0.593599,0.957354,1.42722,1,0,1,1683,1683
"1684",-1023.16,-1.30468,1.79887,0.991759,0.340573,2.64813,0.617433,0.990619,1.47256,1,0,1,1684,1684
"1685",-1022.86,-1.25754,1.7999,1.01567,0.399974,2.79252,0.620735,0.980501,1.46175,1,0,1,1685,1685
"1686",-1024.46,-2.87989,1.81835,1.00511,0.367677,2.69033,0.658338,1.01214,1.50578,1,0,1,1686,1686
"1687",-1025.99,-6.95933,1.80041,0.934327,0.294432,2.79059,0.535668,0.954429,1.47465,1,0,1,1687,1687
"1688",-1024.32,-2.78288,1.80724,1.02379,0.293204,2.66343,0.621807,0.927694,1.46345,1,0,1,1688,1688
"1689",-1022.33,-1.88438,1.83371,1.03648,0.395293,2.73012,0.62414,0.922373,1.48313,1,0,1,1689,1689
"1690",-1027.27,-4.22989,1.83688,0.952633,0.288998,2.72626,0.641882,0.911666,1.46638,1,0,1,1690,1690
"1691",-1023.93,-2.37932,1.8165,0.99455,0.372635,2.7556,0.611608,1.02266,1.50583,1,0,1,1691,1691
"1692",-1025.03,-1.93221,1.81863,1.0053,0.349153,2.63428,0.62561,0.960607,1.43975,1,0,1,1692,1692
"1693",-1023.89,-1.80853,1.78999,0.98346,0.362024,2.84052,0.64205,0.973416,1.4822,1,0,1,1693,1693
"1694",-1024.39,-2.20206,1.80404,0.98495,0.336786,2.62314,0.609275,0.989177,1.4953,1,0,1,1694,1694
"1695",-1035.99,-6.51394,1.88831,0.97469,0.446565,2.61098,0.614383,0.962336,1.48198,1,0,1,1695,1695
"1696",-1022.98,-2.13658,1.83102,1.03473,0.368992,2.70234,0.629523,1.00892,1.46264,1,0,1,1696,1696
"1697",-1044.66,-9.3872,1.81814,0.948234,0.430948,2.5304,0.701587,0.932842,1.44999,1,0,1,1697,1697
"1698",-1022.91,-2.06269,1.81591,0.988429,0.38333,2.80222,0.614942,0.898567,1.44776,1,0,1,1698,1698
"1699",-1025.87,-3.35582,1.80848,0.953066,0.353104,2.76448,0.679586,0.963692,1.44631,1,0,1,1699,1699
"1700",-1041.51,-9.80273,1.81756,1.01078,0.41303,2.77701,0.47999,0.942717,1.47481,1,0,1,1700,1700
"1701",-1023.09,-1.7039,1.83531,1.01867,0.351963,2.74846,0.641659,0.996992,1.45439,1,0,1,1701,1701
"1702",-1026.03,-3.69411,1.82426,0.981471,0.349867,2.73684,0.605316,0.859169,1.49048,1,0,1,1702,1702
"1703",-1024.32,-3.07703,1.80788,0.977526,0.320995,2.67293,0.573663,0.956386,1.51229,1,0,1,1703,1703
"1704",-1027.17,-4.28596,1.81534,0.944441,0.377064,2.80993,0.552423,0.989826,1.48505,1,0,1,1704,1704
"1705",-1022.98,-1.99802,1.80038,1.01625,0.375719,2.69609,0.649229,1.00682,1.45568,1,0,1,1705,1705
"1706",-1028.3,-4.21779,1.84293,1.00482,0.362405,2.83677,0.551782,0.936453,1.50806,1,0,1,1706,1706
"1707",-1027.69,-6.79954,1.88941,1.03043,0.398201,2.77721,0.61219,0.904814,1.42985,1,0,1,1707,1707
"1708",-1059.26,-4.07199,1.83148,1.05673,0.324248,2.85518,0.618413,0.928219,1.48366,1,0,1,1708,1708
"1709",-1025.06,-5.41838,1.81386,0.967841,0.389309,2.83473,0.659947,1.05903,1.46056,1,0,1,1709,1709
"1710",-1024.51,-3.67581,1.84849,1.03115,0.383461,2.75037,0.563881,0.897552,1.4667,1,0,1,1710,1710
"1711",-1024.91,-2.31085,1.80014,1.05151,0.378886,2.70266,0.601626,0.968776,1.49041,1,0,1,1711,1711
"1712",-1024.38,-1.60377,1.82395,1.00946,0.356709,2.7929,0.588123,0.951782,1.50479,1,0,1,1712,1712
"1713",-1057.67,-3.41159,1.77823,1.04405,0.399137,2.79305,0.605046,0.919318,1.451,1,0,1,1713,1713
"1714",-1029.26,-2.25897,1.82465,0.952561,0.390098,2.65638,0.63038,0.939554,1.45929,1,0,1,1714,1714
"1715",-1034.76,-7.85027,1.89723,0.969048,0.30564,2.64799,0.66746,0.918832,1.48982,1,0,1,1715,1715
"1716",-1022.92,-0.871012,1.82798,1.0001,0.383102,2.70825,0.580308,0.945443,1.48165,1,0,1,1716,1716
"1717",-1024.31,-3.45519,1.85233,1.02875,0.391293,2.84027,0.625468,0.919539,1.495,1,0,1,1717,1717
"1718",-1024.79,-1.64585,1.8245,0.975346,0.38508,2.71706,0.562319,0.94696,1.46847,1,0,1,1718,1718
"1719",-1060.6,-5.12318,1.75357,1.06315,0.353262,2.73646,0.60068,0.968633,1.49326,1,0,1,1719,1719
"1720",-1023.05,-3.33102,1.84898,1.0062,0.435249,2.83334,0.622541,0.933458,1.49294,1,0,1,1720,1720
"1721",-1023.3,-2.7808,1.83078,1.03743,0.381527,2.753,0.648619,1.01373,1.48114,1,0,1,1721,1721
